"0","pick_above9801 <- exchangeRate$`期間` >="
"0","  lubridate::ymd(""1998-01-01"")"
"0",""
"0","exchangeRate_after98 <- list("
"0","  `期間` = exchangeRate$`期間`[pick_above9801] ,"
"0","  `幣別` = exchangeRate$`幣別`[pick_above9801] ,"
"0","  `匯率` = exchangeRate$`匯率`[pick_above9801]"
"0"," )"
"0","exchangeRate_after98"
"1","$期間
"
"1","   [1]"
"1"," ""1998-01-01"""
"1"," ""1998-02-01"""
"1"," ""1998-03-01"""
"1"," ""1998-04-01"""
"1"," ""1998-05-01"""
"1","
"
"1","   [6]"
"1"," ""1998-06-01"""
"1"," ""1998-07-01"""
"1"," ""1998-08-01"""
"1"," ""1998-09-01"""
"1"," ""1998-10-01"""
"1","
"
"1","  [11]"
"1"," ""1998-11-01"""
"1"," ""1998-12-01"""
"1"," ""1999-01-01"""
"1"," ""1999-02-01"""
"1"," ""1999-03-01"""
"1","
"
"1","  [16]"
"1"," ""1999-04-01"""
"1"," ""1999-05-01"""
"1"," ""1999-06-01"""
"1"," ""1999-07-01"""
"1"," ""1999-08-01"""
"1","
"
"1","  [21]"
"1"," ""1999-09-01"""
"1"," ""1999-10-01"""
"1"," ""1999-11-01"""
"1"," ""1999-12-01"""
"1"," ""2000-01-01"""
"1","
"
"1","  [26]"
"1"," ""2000-02-01"""
"1"," ""2000-03-01"""
"1"," ""2000-04-01"""
"1"," ""2000-05-01"""
"1"," ""2000-06-01"""
"1","
"
"1","  [31]"
"1"," ""2000-07-01"""
"1"," ""2000-08-01"""
"1"," ""2000-09-01"""
"1"," ""2000-10-01"""
"1"," ""2000-11-01"""
"1","
"
"1","  [36]"
"1"," ""2000-12-01"""
"1"," ""2001-01-01"""
"1"," ""2001-02-01"""
"1"," ""2001-03-01"""
"1"," ""2001-04-01"""
"1","
"
"1","  [41]"
"1"," ""2001-05-01"""
"1"," ""2001-06-01"""
"1"," ""2001-07-01"""
"1"," ""2001-08-01"""
"1"," ""2001-09-01"""
"1","
"
"1","  [46]"
"1"," ""2001-10-01"""
"1"," ""2001-11-01"""
"1"," ""2001-12-01"""
"1"," ""2002-01-01"""
"1"," ""2002-02-01"""
"1","
"
"1","  [51]"
"1"," ""2002-03-01"""
"1"," ""2002-04-01"""
"1"," ""2002-05-01"""
"1"," ""2002-06-01"""
"1"," ""2002-07-01"""
"1","
"
"1","  [56]"
"1"," ""2002-08-01"""
"1"," ""2002-09-01"""
"1"," ""2002-10-01"""
"1"," ""2002-11-01"""
"1"," ""2002-12-01"""
"1","
"
"1","  [61]"
"1"," ""2003-01-01"""
"1"," ""2003-02-01"""
"1"," ""2003-03-01"""
"1"," ""2003-04-01"""
"1"," ""2003-05-01"""
"1","
"
"1","  [66]"
"1"," ""2003-06-01"""
"1"," ""2003-07-01"""
"1"," ""2003-08-01"""
"1"," ""2003-09-01"""
"1"," ""2003-10-01"""
"1","
"
"1","  [71]"
"1"," ""2003-11-01"""
"1"," ""2003-12-01"""
"1"," ""2004-01-01"""
"1"," ""2004-02-01"""
"1"," ""2004-03-01"""
"1","
"
"1","  [76]"
"1"," ""2004-04-01"""
"1"," ""2004-05-01"""
"1"," ""2004-06-01"""
"1"," ""2004-07-01"""
"1"," ""2004-08-01"""
"1","
"
"1","  [81]"
"1"," ""2004-09-01"""
"1"," ""2004-10-01"""
"1"," ""2004-11-01"""
"1"," ""2004-12-01"""
"1"," ""2005-01-01"""
"1","
"
"1","  [86]"
"1"," ""2005-02-01"""
"1"," ""2005-03-01"""
"1"," ""2005-04-01"""
"1"," ""2005-05-01"""
"1"," ""2005-06-01"""
"1","
"
"1","  [91]"
"1"," ""2005-07-01"""
"1"," ""2005-08-01"""
"1"," ""2005-09-01"""
"1"," ""2005-10-01"""
"1"," ""2005-11-01"""
"1","
"
"1","  [96]"
"1"," ""2005-12-01"""
"1"," ""2006-01-01"""
"1"," ""2006-02-01"""
"1"," ""2006-03-01"""
"1"," ""2006-04-01"""
"1","
"
"1"," [101]"
"1"," ""2006-05-01"""
"1"," ""2006-06-01"""
"1"," ""2006-07-01"""
"1"," ""2006-08-01"""
"1"," ""2006-09-01"""
"1","
"
"1"," [106]"
"1"," ""2006-10-01"""
"1"," ""2006-11-01"""
"1"," ""2006-12-01"""
"1"," ""2007-01-01"""
"1"," ""2007-02-01"""
"1","
"
"1"," [111]"
"1"," ""2007-03-01"""
"1"," ""2007-04-01"""
"1"," ""2007-05-01"""
"1"," ""2007-06-01"""
"1"," ""2007-07-01"""
"1","
"
"1"," [116]"
"1"," ""2007-08-01"""
"1"," ""2007-09-01"""
"1"," ""2007-10-01"""
"1"," ""2007-11-01"""
"1"," ""2007-12-01"""
"1","
"
"1"," [121]"
"1"," ""2008-01-01"""
"1"," ""2008-02-01"""
"1"," ""2008-03-01"""
"1"," ""2008-04-01"""
"1"," ""2008-05-01"""
"1","
"
"1"," [126]"
"1"," ""2008-06-01"""
"1"," ""2008-07-01"""
"1"," ""2008-08-01"""
"1"," ""2008-09-01"""
"1"," ""2008-10-01"""
"1","
"
"1"," [131]"
"1"," ""2008-11-01"""
"1"," ""2008-12-01"""
"1"," ""2009-01-01"""
"1"," ""2009-02-01"""
"1"," ""2009-03-01"""
"1","
"
"1"," [136]"
"1"," ""2009-04-01"""
"1"," ""2009-05-01"""
"1"," ""2009-06-01"""
"1"," ""2009-07-01"""
"1"," ""2009-08-01"""
"1","
"
"1"," [141]"
"1"," ""2009-09-01"""
"1"," ""2009-10-01"""
"1"," ""2009-11-01"""
"1"," ""2009-12-01"""
"1"," ""2010-01-01"""
"1","
"
"1"," [146]"
"1"," ""2010-02-01"""
"1"," ""2010-03-01"""
"1"," ""2010-04-01"""
"1"," ""2010-05-01"""
"1"," ""2010-06-01"""
"1","
"
"1"," [151]"
"1"," ""2010-07-01"""
"1"," ""2010-08-01"""
"1"," ""2010-09-01"""
"1"," ""2010-10-01"""
"1"," ""2010-11-01"""
"1","
"
"1"," [156]"
"1"," ""2010-12-01"""
"1"," ""2011-01-01"""
"1"," ""2011-02-01"""
"1"," ""2011-03-01"""
"1"," ""2011-04-01"""
"1","
"
"1"," [161]"
"1"," ""2011-05-01"""
"1"," ""2011-06-01"""
"1"," ""2011-07-01"""
"1"," ""2011-08-01"""
"1"," ""2011-09-01"""
"1","
"
"1"," [166]"
"1"," ""2011-10-01"""
"1"," ""2011-11-01"""
"1"," ""2011-12-01"""
"1"," ""2012-01-01"""
"1"," ""2012-02-01"""
"1","
"
"1"," [171]"
"1"," ""2012-03-01"""
"1"," ""2012-04-01"""
"1"," ""2012-05-01"""
"1"," ""2012-06-01"""
"1"," ""2012-07-01"""
"1","
"
"1"," [176]"
"1"," ""2012-08-01"""
"1"," ""2012-09-01"""
"1"," ""2012-10-01"""
"1"," ""2012-11-01"""
"1"," ""2012-12-01"""
"1","
"
"1"," [181]"
"1"," ""2013-01-01"""
"1"," ""2013-02-01"""
"1"," ""2013-03-01"""
"1"," ""2013-04-01"""
"1"," ""2013-05-01"""
"1","
"
"1"," [186]"
"1"," ""2013-06-01"""
"1"," ""2013-07-01"""
